R,I,A,S,E,C,LM,L,ES,M,CK,IP,IA,N,Rendimiento_General,Rendimiento_STEM,Rendimiento_Humanidades,Carrera
3.2,4.3,2.5,3.1,3.9,4.5,4.5,3.8,3.7,1.2,2.9,4.6,4.0,2.4,4,4,1,Ingeniería Industrial
2.3,4.2,2.8,4.2,2.6,3.0,3.5,4.1,2.7,2.9,2.4,4.3,4.5,3.0,3,4,4,Psicología
3.0,4.9,1.8,3.2,4.2,4.2,4.9,3.6,4.2,1.6,2.3,3.9,4.2,1.1,5,4,3,Ingeniería en Sistemas
3.7,3.6,4.8,3.4,4.2,3.8,4.7,2.9,4.7,3.3,3.9,3.4,4.6,2.9,4,3,3,Arquitectura
1.5,3.5,2.5,4.1,4.8,4.2,3.2,4.4,2.1,2.3,2.2,4.7,3.7,2.4,5,1,4,Derecho
1.8,4.0,2.9,3.7,4.1,4.0,2.9,4.5,1.9,2.4,1.4,4.0,3.6,2.2,5,4,4,Derecho
2.0,3.9,4.6,4.3,4.0,3.7,3.2,4.8,4.1,3.4,3.2,4.7,4.5,2.9,5,2,4,Comunicación Social
3.9,3.9,2.2,2.8,4.2,4.6,3.9,3.5,4.1,1.6,3.0,3.9,3.5,2.3,4,4,2,Ingeniería Industrial
2.9,3.9,2.8,4.2,3.0,3.4,3.8,3.2,3.9,1.5,4.5,4.8,3.7,2.5,4,4,4,Odontología
2.3,3.2,3.3,5.0,3.0,4.1,3.9,3.8,3.7,3.0,2.8,4.6,3.7,3.4,4,3,5,Educación
3.3,4.5,3.3,4.4,3.9,4.0,3.8,3.2,4.0,1.7,4.1,4.3,4.2,2.9,4,4,3,Odontología
3.0,4.3,2.0,3.0,3.9,4.2,4.9,3.6,3.9,1.5,2.5,2.8,3.5,1.7,3,4,3,Ingeniería en Sistemas
1.9,4.1,2.2,3.7,4.8,4.3,4.1,4.3,2.2,1.4,1.8,4.4,3.5,2.5,4,3,3,Derecho
2.0,3.4,4.0,3.8,4.6,3.5,3.4,4.5,4.1,2.0,2.5,4.6,3.5,1.3,4,3,5,Marketing
2.1,4.0,4.8,4.5,4.3,3.7,2.9,4.7,3.9,3.5,4.1,4.3,4.0,2.3,4,2,4,Comunicación Social
2.1,3.5,2.7,4.2,4.6,4.1,3.4,4.7,1.6,2.4,1.5,4.7,3.7,2.3,5,4,5,Derecho
3.8,4.3,3.0,2.9,3.7,4.5,5.0,3.0,4.1,2.2,2.5,3.1,3.4,1.8,4,4,3,Ingeniería en Sistemas
2.4,3.2,4.4,3.5,3.4,3.9,3.6,4.4,4.7,2.6,3.1,4.1,4.0,2.4,4,3,4,Diseño Gráfico
3.3,3.8,3.0,4.1,3.8,4.1,2.9,3.0,3.4,1.3,4.4,4.1,3.9,2.5,4,5,4,Odontología
2.0,4.2,1.5,3.5,3.3,4.2,4.5,3.3,2.6,1.7,2.0,3.8,3.9,1.7,5,5,2,Contabilidad
4.2,4.0,2.8,3.0,3.6,4.4,4.8,2.6,4.6,1.2,3.8,3.3,3.5,1.7,5,5,4,Ingeniería Mecánica
1.9,4.6,1.9,3.2,3.4,4.8,4.9,3.1,2.4,1.7,2.2,3.2,4.8,2.0,4,4,4,Contabilidad
4.1,4.7,2.4,3.2,3.7,3.8,4.6,2.9,4.8,1.7,3.4,2.9,2.9,2.1,3,5,3,Ingeniería Mecánica
3.5,3.9,2.2,2.8,3.9,4.7,4.5,3.2,3.7,2.3,2.9,4.0,3.3,1.4,5,4,4,Ingeniería Industrial
2.8,4.1,1.9,4.6,4.4,4.1,3.9,4.7,2.3,3.0,1.9,4.4,4.4,1.5,4,4,4,Derecho
2.8,3.0,2.2,3.9,4.9,4.0,4.0,3.8,2.2,1.8,1.7,4.5,4.2,1.5,2,3,3,Administración de Empresas
3.2,4.4,3.0,4.5,4.0,3.9,3.9,3.8,4.5,1.4,4.2,4.3,3.4,2.6,4,5,4,Odontología
4.5,4.2,2.1,2.6,3.0,3.7,4.8,2.4,5.0,2.2,3.0,2.6,3.7,1.3,2,4,3,Ingeniería Mecánica
2.1,3.6,4.7,3.5,3.8,2.3,3.0,4.0,4.8,3.8,2.7,3.9,4.0,2.7,3,3,5,Diseño Gráfico
2.3,3.9,4.3,4.9,4.2,3.6,2.9,4.7,4.3,3.6,3.6,4.4,4.0,2.5,4,4,5,Comunicación Social
4.1,4.5,2.3,3.0,3.8,4.0,4.0,2.9,4.4,1.8,3.4,2.5,3.3,2.9,2,5,3,Ingeniería Civil
1.5,3.8,2.3,3.1,2.9,5.0,3.9,3.6,2.3,1.3,1.9,3.4,4.0,2.3,5,5,3,Contabilidad
3.8,3.8,1.7,4.2,3.4,4.8,4.1,4.0,2.9,2.7,3.5,4.7,4.2,2.9,5,4,3,Enfermería
1.9,4.5,2.2,3.1,4.4,4.5,4.8,3.7,2.2,2.2,1.0,3.9,3.8,1.6,4,4,4,Economía
4.0,3.7,2.4,4.5,3.4,4.1,3.8,4.5,3.6,2.3,3.4,4.9,4.4,3.4,2,4,3,Enfermería
2.7,4.7,2.1,2.8,3.6,4.4,4.9,3.3,4.3,1.6,2.8,3.4,3.8,1.9,5,4,3,Ingeniería en Sistemas
4.0,4.5,2.0,3.0,3.4,3.7,4.5,3.1,4.6,1.7,3.0,3.0,3.4,2.0,3,5,3,Ingeniería Civil
1.8,4.1,2.4,3.8,4.8,3.6,3.3,4.8,2.1,1.4,2.1,4.6,3.9,2.0,5,4,5,Derecho
4.0,4.1,2.7,2.6,4.1,4.4,4.4,3.1,4.8,1.4,3.6,2.3,2.9,1.7,4,4,2,Ingeniería Mecánica
2.6,4.1,4.7,4.7,4.0,3.2,3.4,4.4,4.1,3.6,3.4,4.7,4.4,2.5,5,4,5,Comunicación Social
4.0,3.5,2.0,2.8,4.1,4.8,4.4,3.7,3.8,2.2,2.4,4.0,3.9,1.7,3,4,2,Ingeniería Industrial
1.6,4.5,2.0,3.8,4.4,4.0,2.9,4.5,1.7,3.2,1.6,4.1,3.9,2.0,5,2,5,Derecho
4.7,4.9,2.5,2.4,3.8,3.9,5.0,2.7,4.3,1.6,3.1,3.2,3.4,2.1,5,5,2,Ingeniería Mecánica
2.5,3.7,2.3,4.3,4.5,4.0,3.5,4.8,2.2,2.3,2.1,4.6,3.7,1.7,5,4,4,Derecho
1.7,3.8,3.2,4.6,3.5,3.8,3.5,4.6,3.2,2.8,3.5,4.9,3.6,3.7,3,1,5,Educación
3.3,4.1,2.4,4.3,3.6,3.8,4.1,3.5,3.5,2.0,4.5,4.3,4.1,1.9,4,4,5,Odontología
4.2,4.0,4.6,2.6,3.6,3.2,4.2,3.8,4.9,3.5,4.5,3.7,4.2,3.0,4,4,3,Arquitectura
2.6,3.9,4.5,4.7,4.1,2.8,2.9,4.5,3.7,3.5,3.5,4.9,4.4,2.9,4,4,5,Comunicación Social
3.8,4.3,2.8,2.8,3.8,4.5,4.7,3.5,3.8,2.4,3.4,3.8,3.0,2.0,4,5,3,Ingeniería Industrial
1.7,3.9,4.8,3.1,3.6,3.6,3.0,3.7,4.7,3.4,3.7,3.9,4.1,2.4,4,3,4,Diseño Gráfico
4.0,3.8,2.0,3.5,4.2,4.3,4.8,3.0,4.1,2.1,3.5,3.5,3.5,2.2,4,4,3,Ingeniería Industrial
3.5,4.7,2.2,4.3,3.1,4.1,4.6,4.2,3.6,2.0,3.6,4.8,3.6,3.4,5,5,4,Medicina
3.2,4.5,2.7,4.5,3.3,4.4,4.1,4.0,4.0,2.0,3.5,4.6,4.4,3.3,4,5,4,Medicina
3.7,3.7,4.7,3.0,4.4,3.1,4.0,3.1,4.8,2.8,3.5,4.1,3.7,3.2,2,5,3,Arquitectura
3.7,4.6,2.3,4.4,3.3,4.5,4.8,3.8,3.5,1.8,3.7,4.8,3.4,3.4,4,5,4,Medicina
3.8,4.2,1.8,3.0,4.1,3.8,4.7,2.4,4.6,1.4,2.6,3.6,3.2,2.5,3,5,3,Ingeniería Civil
1.8,4.2,1.9,2.8,4.7,4.1,4.9,3.2,3.0,1.6,1.2,3.2,3.8,1.8,5,5,4,Economía
3.0,4.5,1.9,3.0,3.0,4.6,4.7,3.0,4.5,0.8,2.8,3.5,3.7,2.0,4,5,3,Ingeniería en Sistemas
3.7,4.8,2.2,3.3,3.7,4.1,3.9,2.9,4.5,1.6,2.2,3.0,3.3,2.8,3,4,1,Ingeniería Civil
3.2,4.7,2.5,3.8,3.5,4.5,3.9,3.6,3.8,2.2,4.1,4.5,3.7,2.9,5,5,4,Odontología
3.7,4.3,2.2,3.1,3.5,3.2,4.9,2.9,4.4,1.9,3.3,2.6,3.2,2.0,4,4,2,Ingeniería Mecánica
2.6,3.8,2.9,4.4,4.3,4.4,4.8,4.9,2.4,1.8,1.9,3.7,4.1,1.6,4,3,3,Administración de Empresas
1.4,3.7,2.2,3.0,3.1,4.4,4.6,3.6,2.2,1.7,2.1,3.7,4.0,1.6,5,4,4,Contabilidad
3.9,3.9,4.9,2.5,4.1,3.8,3.5,3.4,4.6,2.9,4.1,3.7,4.1,2.8,3,5,3,Arquitectura
4.2,3.4,4.9,3.2,4.2,3.4,3.5,3.3,4.5,3.1,4.1,3.7,3.5,3.3,4,4,3,Arquitectura
3.7,4.5,2.3,3.2,3.9,4.5,4.4,3.0,3.9,2.2,3.5,3.4,3.5,2.9,5,5,2,Ingeniería Civil
4.2,4.3,1.9,3.0,4.1,4.2,4.9,3.0,4.2,1.7,2.2,3.7,3.1,2.3,5,4,3,Ingeniería Industrial
2.3,3.5,2.5,4.2,4.8,4.2,3.1,4.6,1.7,1.3,1.9,4.9,4.3,1.9,4,3,5,Derecho
4.0,3.8,5.0,2.8,3.5,3.5,4.1,3.3,4.9,2.6,3.9,3.6,3.8,2.5,5,4,3,Arquitectura
3.1,4.3,3.0,4.8,3.5,4.4,4.3,3.3,3.7,1.9,4.1,4.3,3.8,2.6,5,5,5,Odontología
2.0,3.9,2.0,4.0,4.2,3.9,3.7,4.6,1.5,1.3,1.7,4.5,3.7,1.5,3,3,5,Derecho
3.4,4.6,1.8,3.3,3.6,4.4,4.5,3.3,4.5,1.3,2.4,3.5,4.5,1.6,5,4,3,Ingeniería en Sistemas
1.7,3.8,1.7,3.2,3.5,4.9,4.5,3.7,2.9,1.0,2.1,3.1,4.8,2.1,4,5,4,Contabilidad
4.1,4.6,1.8,3.1,3.5,4.1,4.5,3.3,4.5,1.9,2.6,3.9,3.6,3.2,4,5,3,Ingeniería Civil
3.5,4.5,1.5,4.7,2.8,4.3,4.7,3.9,3.6,1.2,3.8,4.4,4.1,3.2,5,5,4,Medicina
2.2,3.8,3.0,3.9,4.8,4.6,4.3,4.3,2.2,1.8,2.0,4.3,4.1,2.4,3,3,3,Administración de Empresas
1.9,4.1,2.4,4.4,4.1,4.7,3.8,4.2,3.1,2.1,2.7,4.1,3.6,2.0,3,4,4,Administración de Empresas
1.9,4.0,4.6,4.1,3.9,3.2,2.6,4.5,4.1,3.6,3.0,4.5,4.4,2.4,4,4,5,Comunicación Social
2.2,3.2,3.3,4.9,2.5,4.1,3.2,4.3,3.2,3.6,3.1,4.6,3.6,3.2,5,2,4,Educación
3.6,4.5,2.4,3.4,3.5,3.8,4.6,2.7,4.4,1.7,3.3,3.5,3.3,2.4,5,5,4,Ingeniería Civil
2.5,4.6,2.8,2.9,3.4,4.1,4.1,3.8,4.2,1.6,2.8,3.2,3.9,2.0,5,5,3,Ingeniería en Sistemas
3.9,4.6,1.8,3.5,3.3,4.1,4.7,3.4,4.2,1.3,2.6,3.5,3.3,3.5,4,4,5,Ingeniería Civil
2.1,4.4,4.5,4.7,4.8,3.0,3.5,4.6,5.0,3.4,3.5,4.8,3.9,2.6,4,3,5,Comunicación Social
3.9,4.5,2.2,3.4,3.6,4.0,4.9,3.3,3.9,2.0,2.6,3.9,3.5,2.0,4,4,2,Ingeniería Industrial
2.6,3.9,3.5,4.1,3.0,4.1,3.8,4.6,3.2,3.2,3.3,4.9,3.8,3.5,4,2,4,Educación
4.1,4.4,2.8,4.2,3.1,4.7,4.2,4.1,2.8,1.9,4.3,4.9,4.3,2.7,5,2,4,Enfermería
3.9,3.6,4.6,3.1,3.6,3.5,4.3,3.1,5.0,3.0,3.6,4.0,3.9,3.3,4,5,4,Arquitectura
2.3,2.9,3.5,4.6,3.0,3.6,3.6,4.1,3.3,3.6,3.4,4.6,3.7,3.3,4,4,5,Educación
2.0,4.2,2.2,2.9,3.7,4.9,4.6,3.2,2.9,1.5,1.9,3.9,4.3,2.0,5,4,3,Contabilidad
2.5,3.5,4.5,4.1,4.1,3.5,3.2,4.8,4.2,3.7,3.4,4.8,3.6,2.4,4,1,4,Comunicación Social
2.7,4.8,2.2,3.5,4.3,3.6,4.8,3.4,2.8,1.6,1.2,4.3,4.0,2.2,4,4,3,Economía
3.5,4.3,2.9,4.2,3.7,4.3,3.7,3.2,4.4,1.8,4.8,4.3,3.5,2.2,4,5,3,Odontología
1.7,4.3,2.9,5.0,3.0,3.3,4.5,4.4,3.3,2.5,2.5,4.9,4.3,2.2,4,4,4,Psicología
2.3,4.5,2.3,3.1,4.5,4.2,4.6,4.1,2.9,1.0,1.3,4.1,4.6,1.8,4,5,3,Economía
1.8,4.5,1.9,3.3,2.9,4.8,4.4,3.0,2.0,1.5,2.3,3.4,4.3,2.2,5,4,4,Contabilidad
2.4,4.3,2.1,2.9,3.8,4.9,4.1,3.7,2.7,1.7,1.5,3.4,4.0,2.1,4,5,2,Contabilidad
2.8,4.3,3.0,3.3,3.6,4.5,5.0,3.5,4.1,1.1,2.8,3.3,4.2,2.7,3,5,4,Ingeniería en Sistemas
3.3,4.5,1.9,4.5,3.3,4.1,3.7,4.2,3.3,2.2,3.5,4.7,4.6,3.0,5,4,4,Enfermería
2.5,4.0,4.4,3.2,3.6,4.0,3.0,3.8,4.6,3.7,2.9,3.9,4.1,2.0,4,3,4,Diseño Gráfico
2.3,4.2,3.9,4.9,2.7,4.4,3.7,5.0,3.4,3.7,3.7,4.8,3.9,4.0,5,4,5,Educación
3.2,4.4,2.2,4.6,3.0,4.1,3.8,4.8,3.6,1.8,3.4,4.7,4.0,2.8,5,5,5,Medicina
4.1,4.4,2.2,3.0,3.7,4.0,4.5,3.3,4.6,2.2,3.5,3.3,3.4,2.3,5,4,2,Ingeniería Civil
3.6,4.0,2.1,3.0,4.0,4.3,4.9,2.9,3.8,2.7,3.2,3.8,3.5,2.5,4,5,4,Ingeniería Industrial
3.8,4.0,2.7,4.4,3.0,3.9,3.8,4.2,3.5,2.3,3.9,5.0,4.1,3.6,4,3,4,Enfermería
3.9,4.6,2.7,3.4,3.0,4.6,4.8,2.9,3.8,1.5,2.4,3.4,3.2,2.2,4,4,3,Ingeniería Industrial
3.2,4.8,1.5,4.8,3.0,4.2,4.7,4.1,3.8,2.4,3.1,4.6,3.5,3.4,5,4,5,Medicina
4.6,4.8,2.2,3.6,3.4,4.0,4.4,2.7,4.5,0.9,3.6,2.8,3.5,2.6,3,5,3,Ingeniería Mecánica
2.0,3.7,2.7,4.2,4.4,5.0,4.5,4.2,2.1,2.0,2.2,4.2,3.8,2.1,5,3,5,Administración de Empresas
2.3,4.5,2.0,3.8,4.1,4.9,4.6,4.0,2.6,2.0,1.7,3.1,4.4,2.1,5,4,4,Economía
2.5,3.4,4.7,3.9,3.5,3.6,2.3,3.7,4.9,2.9,3.9,4.8,4.3,3.0,4,4,5,Diseño Gráfico
4.0,3.9,2.0,3.6,3.9,3.9,4.1,3.3,4.2,1.9,2.7,3.6,3.4,2.6,4,4,3,Ingeniería Industrial
1.8,3.8,4.7,4.5,4.4,3.6,3.0,5.0,3.9,3.5,3.5,4.5,4.1,2.5,4,4,4,Comunicación Social
3.9,3.7,4.7,3.3,4.2,3.6,4.0,3.0,4.3,3.1,4.5,3.7,4.4,3.2,4,5,4,Arquitectura
3.8,4.4,2.1,2.6,3.6,4.1,4.8,2.9,4.1,1.4,3.5,3.2,3.4,2.7,5,5,4,Ingeniería Civil
1.8,3.6,5.0,3.4,3.9,4.1,2.6,4.1,4.7,2.9,3.0,4.5,4.3,2.7,5,3,3,Diseño Gráfico
3.4,4.3,2.5,2.8,4.3,4.3,4.5,3.4,4.7,1.6,2.3,4.2,3.7,1.8,4,4,2,Ingeniería Industrial
2.1,4.1,1.4,3.2,3.5,4.8,4.5,3.8,2.7,1.8,2.4,3.4,4.0,2.5,3,4,3,Contabilidad
3.3,4.2,2.2,3.2,4.2,3.8,3.9,3.5,4.2,1.8,2.8,4.0,3.5,1.6,5,5,2,Ingeniería Industrial
3.7,4.4,2.5,3.1,3.2,3.6,4.2,3.3,4.7,1.5,3.1,2.3,3.2,1.8,3,5,4,Ingeniería Mecánica
4.1,3.1,4.7,2.3,3.6,3.0,3.9,3.6,4.9,2.3,3.9,3.9,4.3,3.1,5,5,3,Arquitectura
4.0,4.4,2.1,2.9,3.7,4.0,4.8,2.5,4.5,2.2,2.7,3.4,3.5,2.2,4,5,3,Ingeniería Civil
1.6,3.7,4.8,3.6,4.2,3.3,2.9,3.5,4.8,3.4,3.4,4.0,4.1,1.8,3,3,4,Diseño Gráfico
1.8,3.3,4.1,4.4,4.0,3.5,3.2,4.2,3.9,2.1,2.3,4.7,3.7,1.9,4,3,4,Marketing
1.8,3.9,4.6,4.6,4.2,3.5,3.2,4.6,4.2,3.5,3.5,4.8,3.3,2.3,3,3,5,Comunicación Social
1.9,3.8,4.2,5.0,4.8,3.6,2.6,4.7,4.8,3.4,4.0,4.7,4.3,2.3,5,2,4,Comunicación Social
2.1,4.0,2.9,4.4,2.8,3.8,3.7,4.5,2.7,2.1,2.3,5.0,4.2,2.8,4,2,5,Psicología
2.4,3.5,2.6,3.7,4.2,4.0,3.2,4.7,1.9,2.2,2.2,4.2,4.0,1.9,5,4,5,Derecho
2.0,3.8,2.3,3.5,4.6,4.6,4.0,4.6,2.8,2.0,2.3,4.7,3.8,1.1,4,3,4,Administración de Empresas
3.0,3.4,3.2,4.4,3.2,3.9,4.0,4.8,3.4,2.9,2.9,4.7,4.2,3.6,5,3,5,Educación
2.6,3.6,2.7,4.0,3.1,4.2,3.9,3.9,3.1,2.2,4.4,4.3,4.0,2.4,5,5,5,Odontología
4.2,4.3,1.8,2.8,3.8,3.8,4.1,2.8,4.2,1.3,2.9,3.0,3.5,2.9,5,5,3,Ingeniería Civil
1.7,3.9,2.1,2.7,3.2,4.7,4.8,2.9,2.2,1.8,2.2,3.5,4.3,1.7,4,4,2,Contabilidad
2.0,4.2,1.5,2.9,3.8,4.6,4.3,3.2,2.5,1.3,1.6,2.8,4.3,2.3,3,5,3,Contabilidad
2.4,4.3,1.6,2.7,4.5,4.5,4.6,3.6,2.5,1.8,2.5,3.8,4.0,2.0,4,4,5,Economía
1.6,3.2,4.8,4.7,5.0,4.0,3.2,4.6,4.1,2.6,2.5,4.7,4.0,2.0,4,3,4,Marketing
2.9,4.3,2.2,3.2,3.3,4.7,4.7,3.3,4.2,2.0,2.8,3.1,4.6,1.8,5,4,2,Ingeniería en Sistemas
3.2,4.0,4.8,3.3,3.5,3.7,3.5,3.7,4.1,3.3,3.5,3.6,4.4,2.5,4,2,4,Diseño Gráfico
2.5,3.3,4.6,3.2,3.6,3.6,3.0,3.9,4.7,3.1,3.0,4.3,4.0,2.2,3,3,4,Diseño Gráfico
1.9,4.0,1.6,3.2,3.5,4.9,4.4,3.4,2.4,1.1,1.5,3.2,4.4,2.4,5,4,2,Contabilidad
1.6,4.1,1.6,2.9,3.5,4.7,4.8,3.1,3.2,1.8,2.0,3.4,4.7,2.0,4,4,3,Contabilidad
3.0,4.6,2.3,3.6,3.4,3.8,4.6,3.8,4.3,1.0,2.3,3.0,4.2,2.1,3,5,5,Ingeniería en Sistemas
2.7,3.1,2.9,3.7,4.8,4.8,4.3,4.2,2.5,2.1,2.1,4.4,4.0,2.1,3,4,4,Administración de Empresas
1.5,3.2,4.5,4.3,4.9,4.3,3.3,4.3,3.3,2.5,2.0,4.7,3.6,1.9,5,3,5,Marketing
2.2,4.2,2.9,4.6,3.1,4.2,3.3,4.4,2.2,2.2,2.1,4.5,4.0,2.7,4,3,4,Psicología
3.7,4.4,4.3,2.8,3.8,3.3,4.2,3.2,4.7,3.1,3.9,3.3,4.0,2.7,3,5,3,Arquitectura
1.7,4.0,1.9,4.4,4.3,4.4,2.9,4.7,2.3,1.7,1.7,4.6,4.1,1.8,4,3,5,Derecho
4.3,4.7,2.5,2.9,4.0,4.5,4.5,2.8,4.4,1.1,3.0,3.5,3.8,2.5,4,4,3,Ingeniería Civil
1.8,4.4,1.4,2.6,3.2,4.9,4.1,3.2,2.4,1.6,2.1,3.6,3.9,1.8,4,4,4,Contabilidad
3.9,4.3,2.8,2.8,4.6,4.4,4.6,3.1,4.1,1.4,2.6,3.6,3.4,1.9,3,4,4,Ingeniería Industrial
3.3,4.2,2.5,3.8,3.4,3.7,3.0,3.8,4.2,2.0,4.0,4.1,3.7,2.3,5,4,4,Odontología
3.6,4.2,2.4,3.1,4.4,4.5,4.6,3.6,3.3,2.4,3.2,3.5,4.0,1.6,4,5,3,Ingeniería Industrial
3.0,4.8,2.9,3.2,3.9,4.3,4.8,3.0,4.1,2.4,2.2,3.1,3.6,1.2,4,3,3,Ingeniería en Sistemas
3.5,4.5,1.9,2.9,3.4,3.9,4.9,3.1,4.0,1.8,2.3,3.3,3.4,2.3,5,5,4,Ingeniería en Sistemas
3.6,4.6,2.2,5.0,3.5,4.0,4.5,3.8,3.7,1.8,3.0,4.6,4.1,3.1,5,4,3,Medicina
1.5,4.3,2.9,4.9,2.2,4.1,4.1,4.3,2.4,2.7,2.7,5.0,4.2,3.0,4,2,5,Psicología
2.9,4.1,2.7,4.3,3.5,4.2,3.8,3.6,3.6,2.2,4.9,4.4,4.3,2.2,4,5,3,Odontología
3.5,4.5,2.4,4.2,3.3,4.6,4.0,3.7,3.7,1.8,3.8,4.3,3.9,2.8,5,4,4,Odontología
2.1,3.6,3.0,4.7,2.8,4.1,3.8,4.3,3.0,3.8,3.9,4.5,3.6,3.7,3,2,5,Educación
3.2,4.1,2.0,3.9,4.8,3.9,4.7,3.4,3.7,2.0,3.3,4.1,2.7,2.4,4,4,3,Ingeniería Industrial
2.0,3.9,2.9,3.9,4.6,5.0,3.7,4.3,2.8,2.1,2.2,4.3,4.3,2.2,4,3,4,Administración de Empresas
4.2,3.6,4.9,3.9,3.7,3.6,4.2,3.0,4.6,2.3,4.1,3.9,4.2,3.2,4,3,4,Arquitectura
2.5,4.0,4.0,4.2,4.4,3.5,2.2,4.9,4.1,3.6,3.4,4.9,4.2,2.6,5,2,3,Comunicación Social
1.5,3.4,4.4,4.0,4.2,3.6,3.5,4.4,3.5,2.5,2.1,4.4,4.0,2.2,4,3,4,Marketing
2.9,4.4,3.2,4.7,2.8,4.3,3.8,3.2,3.9,2.0,4.0,4.4,4.0,3.3,3,4,3,Odontología
2.9,4.5,5.0,3.9,3.9,3.6,3.2,4.5,4.6,2.3,3.5,4.0,3.9,1.9,3,1,5,Diseño Gráfico
2.0,3.6,1.7,2.4,3.3,4.5,4.4,3.3,2.5,1.1,2.2,4.0,4.3,2.4,3,5,4,Contabilidad
3.6,4.1,4.6,2.9,3.7,4.3,3.6,4.1,4.6,2.9,3.8,3.4,3.9,2.9,5,3,3,Arquitectura
3.7,3.3,4.5,3.9,4.1,3.4,4.6,3.2,4.4,2.6,3.5,3.8,4.5,3.1,4,5,3,Arquitectura
3.6,4.0,1.9,2.6,3.8,4.0,4.5,3.5,3.7,1.8,2.7,3.1,3.6,2.4,4,5,3,Ingeniería Industrial
4.5,3.9,1.8,3.1,3.7,3.7,4.1,3.4,4.2,1.9,3.1,3.2,3.6,2.8,4,4,4,Ingeniería Civil
1.8,4.7,2.9,4.9,2.6,3.8,3.6,4.6,2.6,2.6,2.5,4.9,4.5,2.5,4,2,5,Psicología
2.2,3.6,3.8,4.5,3.3,4.3,3.1,4.9,2.9,3.9,3.4,4.9,4.0,3.4,4,2,5,Educación
3.2,4.6,2.5,4.8,2.9,4.1,4.4,3.9,3.7,2.7,3.0,4.3,3.6,2.9,5,4,2,Medicina
3.8,4.2,2.4,2.9,3.9,4.8,4.7,2.4,4.6,1.2,3.0,2.9,3.5,3.3,4,4,3,Ingeniería Civil
1.7,3.6,1.8,3.0,3.6,4.5,4.8,3.3,2.4,1.7,2.0,3.9,4.3,2.5,5,4,3,Contabilidad
2.3,3.6,4.1,4.8,2.9,4.1,3.4,4.1,3.2,3.4,4.0,4.8,4.2,3.1,4,2,4,Educación
3.5,4.2,2.9,4.5,3.3,4.6,4.2,4.3,3.5,2.5,4.0,4.4,4.2,3.2,5,5,5,Medicina
1.8,3.8,2.9,4.1,4.7,4.5,4.1,4.2,2.6,2.4,2.1,4.0,4.1,1.6,3,4,4,Administración de Empresas
3.7,4.1,2.4,4.6,3.0,4.5,4.1,4.1,3.4,2.1,3.3,4.6,4.4,2.4,4,4,3,Enfermería
3.2,3.8,4.9,3.6,4.1,3.5,3.6,3.1,4.7,2.6,3.2,3.6,4.4,2.7,3,3,4,Diseño Gráfico
3.1,3.3,2.3,3.7,4.7,4.3,4.3,3.7,2.0,2.4,2.0,4.5,4.4,2.1,5,3,3,Administración de Empresas
3.1,4.3,2.7,5.0,2.6,4.1,4.4,4.0,3.9,1.6,3.6,4.5,4.0,2.7,5,5,4,Medicina
2.0,4.5,2.5,3.8,4.4,4.5,3.7,4.6,1.5,2.6,1.8,4.8,4.4,2.1,5,3,4,Derecho
1.9,4.6,2.3,3.5,3.3,4.8,4.7,3.6,2.7,1.4,1.5,3.8,4.1,1.9,4,5,4,Economía
1.6,4.1,2.6,3.3,4.1,4.3,4.5,4.6,2.4,1.5,2.0,4.3,4.5,1.8,4,4,4,Economía
2.6,3.0,2.4,4.1,4.6,4.8,3.7,3.6,3.0,2.1,2.0,4.4,3.3,2.0,3,4,3,Administración de Empresas
4.3,4.0,2.6,3.2,4.2,3.8,5.0,3.4,4.2,2.0,3.1,3.1,3.3,2.7,3,5,4,Ingeniería Civil
2.4,3.7,4.3,4.6,4.3,3.2,3.1,4.8,4.2,3.6,3.8,4.6,4.3,2.1,4,3,4,Comunicación Social
2.2,3.4,4.0,4.1,3.8,3.1,3.0,4.6,4.1,3.4,3.6,4.6,3.9,2.3,3,3,5,Comunicación Social
2.4,4.2,2.0,4.3,4.8,4.8,4.0,4.3,2.5,2.6,2.7,4.3,4.9,1.6,5,4,3,Administración de Empresas
3.1,4.3,2.0,4.6,2.6,3.9,4.4,4.1,3.5,1.3,3.6,4.9,4.4,3.2,5,5,5,Medicina
4.3,4.0,2.1,2.7,3.5,4.3,4.0,3.5,4.6,1.7,3.2,2.9,3.5,2.8,5,4,4,Ingeniería Civil
2.7,5.0,2.7,2.4,3.4,4.0,4.0,2.8,4.2,1.4,2.4,3.7,3.6,2.2,3,4,5,Ingeniería en Sistemas
2.3,3.7,4.5,4.6,2.6,3.8,3.8,4.6,3.8,3.0,4.2,4.5,3.4,3.4,3,5,4,Educación
2.1,3.9,2.1,4.3,4.8,4.1,4.5,3.6,2.5,1.5,2.5,4.4,4.2,2.1,3,4,4,Administración de Empresas
3.9,4.2,2.8,5.0,3.2,4.1,4.3,3.1,4.2,1.2,4.2,4.0,3.9,1.6,4,4,4,Odontología
3.0,4.3,2.6,4.7,3.2,4.1,4.6,3.5,3.8,1.4,3.1,4.8,3.6,3.3,4,4,3,Medicina
2.1,3.0,4.4,4.5,4.5,3.9,3.5,4.2,4.4,1.7,2.4,4.8,3.9,2.1,5,3,4,Marketing
2.2,4.1,2.9,5.0,3.1,4.2,3.9,5.0,2.6,2.8,2.4,4.9,4.9,2.8,3,2,4,Psicología
